qid,query
1117243,"nail growth, grow nails faster, vaseline nail benefits, garlic for nails, lemon juice for nails, horsetail for nails, natural remedies nails, healthy diet nails, nail habits, stop nail biting, filing nails, trimming cuticles, corrective filling, strong nails, home remedies nails, overnight nail growth, nail care tips--nail growth, how to grow nails faster, vaseline for nails, natural remedies for nails, garlic for nails, lemon juice for nails, horsetail for nails, healthy diet for nails, nail care tips, stop nail biting, filing nails, trimming cuticles, home remedies for nails, corrective filling for nails, strong nails, overnight nail growth, nail habits, protect hands, nail strength, natural nail growth--nail growth, vitamins, biotin, protein, hydration, nail care, supplements, diet, keratin, manicure, nail health, moisturizers, minerals, essential oils, nail strength, genetics, lifestyle changes--nail growth, grow nails faster, natural remedies, healthy diet, strengthen nails, vaseline benefits, garlic for nails, lemon juice for nails, horsetail benefits, nail habits, nail care, home remedies, nail-biting, corrective filling, protect nails, overnight nail growth--nail growth, faster nails, natural remedies, garlic for nails, lemon juice, horsetail, healthy diet, nail-biting, filing nails, trimming cuticles, home remedies, corrective filling, strong nails, nail habits, overnight growth, healthy nails, vaseline benefits, nail care"
1118716,"Karl Marx, nature of man, self-estrangement, alienation, political progression, feudalism, capitalism, communism, social beings, exploitation, industrial revolution, ideal society, communication, political theory, objectification, loss of purpose, social theory--Karl Marx, nature of man, theory of alienation, self-estrangement, social beings, political progression, feudalism, capitalism, communism, exploitation of workers, industrial revolution, ideal society, objectification, loss of purpose, communication, political theory, Erich Fromm, human nature, social theory, alienation effects, economic systems.--Karl Marx, nature of man, human nature, Marxism, historical materialism, alienation, social relations, capitalism, human potential, essence of man, labor theory, social class, ideology, dialectical materialism, human development, economic systems, social change, individual versus society, Marxist philosophy, human consciousness--Karl Marx, nature of man, theory of alienation, self-estrangement, social beings, political progression, feudalism, capitalism, communism, exploitation of workers, industrial revolution, ideal society, Erich Fromm, objectification, loss of purpose, communication, political theory, human nature, social theory, Marx's concept of man.--Karl Marx, nature of man, theory of alienation, self-estrangement, social beings, political progression, feudalism, capitalism, communism, exploitation, industrial revolution, ideal society, objectification, loss of purpose, communication, self, feelings, workers, capitalists, evolution, human essence, Erich Fromm."
1121909,"woodwind quintet, instruments, flute, oboe, clarinet, bassoon, horn, chamber music, classical music, wind quintet, musical combinations, history, woodwind trios, woodwind quartets, Yamaha Corporation, music recognition, instrumental color, David Van Vactor, musical guide--woodwind quintet, instruments, flute, oboe, clarinet, bassoon, horn, chamber music, classical music, wind quintet, woodwind trios, woodwind quartets, musical history, instrumental color, David Van Vactor, Music for Woodwinds, double quintet, fixed membership, woodwind instruments, brass instrument--woodwind quintet, instruments, ensemble, flute, oboe, clarinet, bassoon, horn, chamber music, orchestration, musical groups, woodwind instruments, performance, classical music, instrumentation--woodwind quintet, instruments, flute, oboe, clarinet, bassoon, horn, classical chamber music, history, trivia, musical instrument guide, Yamaha Corporation, color, combinations, woodwind trios, woodwind quartets, early development, music recognition--woodwind quintet, instruments, flute, oboe, clarinet, bassoon, horn, chamber music, classical music, wind quintet, history, trivia, color, musical combinations, woodwind trios, woodwind quartets, fixed membership, Yamaha Corporation, early instruments"
112700,"CREST syndrome, esophageal dysfunction, calcinosis, Raynaud's phenomenon, sclerodactyly, telangiectasia, scleroderma, CREST variant, esophageal involvement, calcinosis cutis, dermatomyositis, symptoms, clinical variant--CREST syndrome, esophageal dysfunction, calcinosis, Raynaud's phenomenon, sclerodactyly, telangiectasia, scleroderma, CREST variant, esophageal involvement, calcinosis cutis, Raynaud phenomenon, dysphagia, gastrointestinal symptoms, connective tissue disease, autoimmune disorder, systemic sclerosis, oral mucosa, red dots, plaques, clinical variant.--crest syndrome, esophageal dysfunction, systemic sclerosis, scleroderma, gastrointestinal symptoms, dysphagia, motility disorders, reflux, smooth muscle, connective tissue disease, autoimmune disease, esophageal motility, swallowing difficulties, treatment options, digestive health--CREST syndrome, esophageal dysfunction, calcinosis, Raynaud’s phenomenon, sclerodactyly, telangiectasia, scleroderma, CREST variant, esophageal involvement, clinical variant, symptoms, red dots, plaques, dermatomyositis, calcinosis cutis, oral mucosa, combination, syndrome.--CREST syndrome, calcinosis, Raynaud's phenomenon, esophageal dysfunction, sclerodactyly, telangiectasia, scleroderma, esophageal involvement, telangiectasia syndrome, CREST variant, clinical variant, dermatomyositis, dystrophic calcinosis cutis, oral mucosa, red dots, plaques"
1128632,"levothyroxine, weight loss, weight gain, Synthroid, hypothyroidism, metabolism, side effects, overdose, dosage, boxed warning, medications, risk factors, suppressive doses, TSH, treatment, obesity, thyroid hormone, efficacy, safety, concerns, discussions--levothyroxine, weight loss, weight gain, Synthroid, hypothyroidism, metabolism, overdose, side effects, dosage, treatment, obesity, risk factors, TSH levels, suppressive doses, effectiveness, medications, symptoms--levothyroxine, weight loss, weight gain, thyroid hormone, hypothyroidism, metabolism, dosage, side effects, body weight, treatment, endocrine system, patient experiences, clinical studies, drug interactions, obesity, health effects, thyroid function, medication impact, lifestyle changes, dieting--levothyroxine, weight loss, weight gain, Synthroid, hypothyroidism, metabolism, side effects, dosage, overdose, risk factors, obesity treatment, thyroid hormone, medication interactions, suppressive doses, TSH levels, effectiveness, safety, treatment guidelines, boxed warning, weight management--levothyroxine, Synthroid, weight loss, weight gain, hypothyroidism, metabolism, dosage, side effects, overdose, risk factors, medications, safety, effectiveness, TSH, suppressive doses, treatment, obesity, symptoms, discussions, posts, concerns, significant weight loss"
1129560,"accounting, building improvements, definition, capital events, useful life, value increase, capitalization threshold, leasehold improvements, tenant improvements, bookkeeping terms, financial meanings, accounting glossary--accounting, definition, building improvements, building lease, capital events, useful life, value increase, capitalized, expenditure, capitalization threshold, improved lot, build-out, leasehold improvements, tenant improvements, depreciated expenses, bookkeeping terms, financial meanings, accounting glossary--accounting, definition, building improvements, capital improvements, property enhancements, asset valuation, real estate, financial reporting, depreciation, renovation, construction upgrades, cost allocation, investment analysis, property management, accounting standards--accounting, definition, building improvements, building lease, leasehold improvements, tenant improvements, capital events, useful life, value increase, capitalization threshold, improved lot, bookkeeping terms, financial meanings, accounting resource--accounting, building improvements, definition, lease, capital events, useful life, value, capitalized, expenditure, capitalization threshold, improved lot, build-out, leasehold improvements, tenant improvements, depreciated, bookkeeping terms, financial meanings, accounting glossary"
168329,"light intensity, carbon dioxide concentration, photosynthesis rate, limiting factors, temperature, chlorophyll concentration, water availability, optimum conditions, red light, blue light, green light, reactants in photosynthesis, plateau effect, proportional relationship, increase threshold, environmental factors--light intensity, carbon dioxide concentration, photosynthesis rate, temperature, water availability, chlorophyll concentration, optimum rate, limiting factors, red light, blue light, green light, reactants in photosynthesis, threshold levels, proportional relationship, plateau effect--light intensity, carbon dioxide concentration, photosynthesis rate, plant growth, environmental factors, photosynthetic efficiency, chlorophyll absorption, light wavelength, CO2 levels, plant biology, ecological impact, energy conversion, greenhouse gases, photosynthetic organisms, experimental methods--light intensity, carbon dioxide concentration, photosynthesis rate, limiting factors, temperature, reactant, optimum rate, red light, blue light, green light, plateau effect, water availability, proportional relationship, threshold concentration, chlorophyll concentration--light intensity, carbon dioxide concentration, photosynthesis rate, temperature, water availability, chlorophyll concentration, optimum rate, limiting factors, red light, blue light, green light, reactants, threshold, proportional relationship, plateau effect"
190623,"David W. Taylor, naval research, engineering, admiral, Carderock Division, history, David J. Taylor, visual artist, Guggenheim Fellowship, David Taylor (actor), David Taylor (musician), James Taylor Quartet, David Taylor (writer), Keats-Shelley Prize, D. J. Taylor, British novelist, David S. Taylor, Procter and Gamble, Wisconsin judge, David Taylor (banker), David Taylor (veterinarian), television presenter, World Champ, NCAA All-American, BIG 10 Champion, quest for Gold, Tokyo 2020.--David W. Taylor, David Taylor Research Center, naval engineering, U.S. Navy admiral, Carderock Division, psychology of singing, David C. Taylor, Guggenheim Fellowship, visual artist, American jurist, Wisconsin judge, banker, veterinarian, NCAA Champion, World Champ, The Magic Man, wrestling, sports achievements, historical significance--David W. Taylor, known for, contributions, achievements, biography, research, innovations, naval architecture, engineering, influence, awards, publications, legacy, career, military service--David W. Taylor, naval research, ship development, Carderock Division, U.S. Navy admiral, engineer, psychology of singing, David C. Taylor, visual artist, Guggenheim Fellowship, actor, musician, writer, poetry, CEO, Procter and Gamble, Wisconsin judge, banker, veterinarian, television presenter, World Champion, NCAA All-American, BIG 10 Champion, quest for Gold, international career.--David W. Taylor, David Taylor Naval Ship Research Center, Carderock Division, naval engineering, U.S. Navy admiral, David Taylor (artist), Guggenheim Fellowship, David Taylor (actor), The Adventures of the Black Stallion, David Taylor (musician), James Taylor Quartet, David Taylor (writer), Keats-Shelley Prize, David S. Taylor, Procter and Gamble CEO, David Taylor (judge), American jurist, David Taylor (banker), David Taylor (veterinarian), television presenter, World Champ David Taylor, The Magic Man, NCAA All-American, BIG 10 Champion, international wrestling career, quest for Gold, Tokyo 2020."
2082,"bone density, aging, peak bone mass, osteoporosis, estrogen, menopause, calcium intake, muscle mass, exercise, adults, age 30, age 40, normal aging process, bone breakdown, bone buildup, gradual loss, health, nutrition, lifestyle, skeletal system--bone mass loss, aging process, peak bone mass, age 30, age 40, estrogen levels, menopause, osteoporosis, calcium intake, muscle mass, exercise impact, bone density--age, adults, bone mass, loss, osteoporosis, health, aging, prevention, lifestyle, nutrition, exercise, risk factors, hormonal changes, medical advice--bone mass loss age, peak bone mass, aging and bone density, osteoporosis onset age, bone density decline, estrogen and bone loss, calcium intake and bone health, muscle mass loss aging, exercise and bone density, normal aging process--bone density, aging, peak bone mass, osteoporosis, estrogen, menopause, calcium intake, muscle mass, exercise, bone breakdown, bone buildup, adults, aging process, age 30, age 40, women, loss of bone mass"
226975,"Medicaid submission, baby Medicaid ID, newborn coverage, mother's Medicaid ID, reporting birth, Healthy Connections, eligibility, breast pump coverage, enrollment, special Medicaid program, automatic coverage, first year Medicaid, reapply for Medicaid, claim submission, date of birth, patient name, Medicaid services, newborn services, eligibility dates.--Medicaid application, newborn Medicaid coverage, baby birth reporting, Healthy Connections, Medicaid eligibility, postpartum Medicaid, breast pump coverage, mother's Medicaid ID, newborn's date of birth, reapply for Medicaid, special Medicaid program, automatic eligibility, Medicaid services, hospital reporting, Medicaid ID number, enrollment for children--baby, Medicaid, submission, application, birth, healthcare, eligibility, enrollment, process, assistance, coverage, benefits, guidelines, state programs, newborn, documentation, insurance--baby Medicaid application, newborn Medicaid coverage, Medicaid ID for newborn, report baby's birth Medicaid, Medicaid eligibility for infants, Medicaid for new mothers, breast pump Medicaid eligibility, Medicaid reapplication process, postpartum Medicaid program, Medicaid services for newborns, Healthy Connections contact information, Medicaid coverage timeline, automatic Medicaid enrollment, newborn claim submission, mother's Medicaid ID usage--Medicaid application, baby's claim, newborn eligibility, mother's Medicaid ID, reporting birth, Healthy Connections, breast pump coverage, automatic coverage, enrollment process, eligibility dates, postpartum Medicaid, special Medicaid program, newborn services, Medicaid ID number, birth reporting requirements, Medicaid for women, Medicaid for infants, reapply for Medicaid."
23287,"landlords, liability, tenant, injury, maintenance, lease, deposit, court, costs, attorney fees, eviction, responsibilities, tenancy, new tenant, dog bite, common area, premises--landlords, liability, tenants, injuries, broken lease, tenant responsibilities, maintenance, common areas, attorney fees, eviction, deposit, re-rent, costs, accidents, dog bites, legal termination, responsibilities--landlords, liability, break-in, tenant injury, legal responsibility, premises liability, security measures, tenant rights, property owner, negligence, insurance, crime, safety standards, lease agreements, legal advice--landlords liability, tenant injury, broken front door step, common area maintenance, lease break deposit, re-rent premises, court costs, attorney fees, eviction responsibilities, tenancy termination, tenant dog liability, landlord fear of liability, tenant's dog injury--landlord liability, tenant injury, broken steps, lease break, security deposit, tenant responsibilities, eviction, attorney fees, common area maintenance, re-renting premises, landlord fears, dog bites, court costs, tenancy termination, liability insurance, premises safety, maintenance obligations, injury claims, tenant rights, lease agreements"
237669,"Oil Pollution Act, 1990, oil companies, environmental regulation, oil spill prevention, facility response plans, Clean Water Act, U.S. Congress, Exxon Valdez spill, oil production, transportation, distribution industries, EPA, environmental legislation, amendments, Public Law 101-380, oil spill impact, compliance, liability, response strategies.--Oil Pollution Act, 1990, oil companies, environmental regulation, oil spill prevention, Clean Water Act, Facility Response Plans, oil production, transportation, distribution industries, EPA, Exxon Valdez spill, environmental legislation, U.S. Congress, oil spill liability, compliance requirements, amendments, public law, oil industry impact, environmental protection.--Oil Pollution Act, 1990, oil companies, environmental regulations, compliance, liability, penalties, oil spills, impact assessment, industry response, legislative changes, environmental protection, regulatory framework, corporate responsibility, spill prevention, response strategies, financial implications, legal obligations, pollution control, maritime law, ecological impact.--Oil Pollution Act, 1990, oil companies, environmental regulation, oil spill prevention, Facility Response Plans, Clean Water Act amendment, U.S. Congress, oil production changes, transportation, distribution industries, Exxon Valdez spill, Environmental Protection Agency, oil spill legislation, public law 101-380, oil industry impact, compliance requirements, oil storage facilities, risk management, environmental legislation, pollution control.--Oil Pollution Act, 1990, oil companies, environmental regulation, oil spill prevention, Facility Response Plans, Clean Water Act, H.R.1465, U.S. Congress, oil production, oil transportation, oil distribution, EPA, Exxon Valdez, environmental legislation, oil spill response, pollution control, regulatory compliance, industry impact, oil storage facilities."
253263,"wrist sprain healing time, sprained wrist recovery, mild wrist sprain, moderate wrist sprain, severe wrist sprain, healing process, recovery duration, injury severity, rest and recovery, healing strategies, medical advice, treatment options, rehabilitation, physical therapy, sprained wrist symptoms, home care tips--wrist sprain healing time, recovery time wrist injury, wrist sprain grades, mild sprain recovery, moderate sprain healing, severe sprain duration, healing process wrist sprain, tips for wrist sprain recovery, rest and recovery wrist, rehabilitation wrist injury, treatment for sprained wrist, sprained wrist care, doctors advice wrist sprain, healing time comparison, sprained wrist symptoms--sprained wrist, healing time, recovery duration, wrist injury, rehabilitation, treatment, symptoms, medical advice, physiotherapy, acute injury, rest, ice, compression, elevation, follow-up care, pain management, doctor consultation--wrist sprain healing time, recovery time wrist sprain, mild wrist sprain healing, moderate wrist sprain recovery, severe wrist sprain duration, healing process wrist injury, sprained wrist care tips, factors affecting wrist sprain recovery, grade 1 wrist sprain, grade 2 wrist sprain, grade 3 wrist sprain, wrist injury recovery advice, healing timeline wrist sprain, sprained wrist rehabilitation, doctor recommendations wrist sprain, home remedies sprained wrist, sports-related wrist injuries, wrist sprain complications, physical therapy wrist sprain, rest and recovery wrist injury--wrist sprain healing time, mild wrist sprain recovery, moderate wrist sprain duration, severe wrist sprain healing, sprained wrist recovery steps, wrist injury healing process, sprain grades, medical advice wrist sprain, hyperextended wrist recovery, healing duration wrist injury, rest and recovery wrist, sprained ankle comparison, fall-related wrist injury, protective measures wrist injury, rehabilitation wrist sprain"
300025,"whales, fishing nets, California, bycatch, entanglement, marine life, humpback whales, fishing gear, sustainable use, ocean conservation, accidental catch, wildlife harm, salmon, Inupiaq Eskimos, fishing practices, underwater noise, migration patterns, bubble net feeding, species decline, responsible fishing--whales, fishing nets, California, bycatch, entanglement, marine life, humpback whales, sustainable fishing, fishing gear, wildlife conservation, accidental catch, dolphin, porpoise, ocean resources, overfishing, salmon, fishing practices, preservation, underwater ecosystems, fisheries management, whale population, ecological impact--whales, caught, fishing nets, California, bycatch, fishing industry, marine life, conservation, statistics, fishing regulations, environmental impact, wildlife protection, net entanglement, fisheries management, oceanography--whales caught, fishing nets, California, baleen, Inupiaq Eskimos, salmon, fish weirs, traps, humpback whales, bubble net, bycatch, entanglement, injury, death, fishing gear, marine life, dolphins, porpoises, sustainable use, ocean resources, overfishing, whale sharks--whales, fishing nets, California, bycatch, entanglement, humpback whales, bubble net, marine life, sustainable use, overfishing, wildlife, injury, death, salmon, Inupiaq Eskimos, fishing gear, underwater traps, ocean conservation, whale shark, accidental catch."
300986,"money laundering, jail time, penalties, fines, federal court, Texas, California, misdemeanor, felony, probation, third-degree money laundering, punishment, state prison, county jail, criminal charges, legal consequences, money laundering laws, sentencing guidelines, offense levels, criminal record, financial crime--money laundering, jail time, penalties, fines, federal court, Texas, California, misdemeanor, felony, probation, criminal charges, state prison, penal code, serious crime, penalties by state, first offense, third-degree, class six felony, maximum jail time, minimum jail time--money laundering, jail time, prison sentence, legal consequences, financial crimes, penalties, sentencing guidelines, criminal charges, law enforcement, legal system, duration of sentence, white-collar crime, federal laws, state laws, conviction, criminal justice--money laundering penalties, jail time money laundering, federal court money laundering, Texas money laundering laws, California money laundering penalties, misdemeanor money laundering, felony money laundering, third-degree money laundering, money laundering fines, money laundering conviction, state prison money laundering, probation money laundering, money laundering offenses, jail time Texas, money laundering charges--money laundering, jail time, penalties, fines, federal court, Texas, California, misdemeanor, felony, probation, penalties of money laundering, serious crime, state prison, county jail, third-degree money laundering, Texas penal code, first offense, class six felony, maximum penalty, minimum penalty, laundering amounts"
