qid,query
43053,"dietitian, nutritionist, registered dietitian, health professional, healthcare worker, medical specialist, New York state, NYC, metropolitan area, salary range, average income.--dietary specialist, nutritionist, registered dietitian, job description, career path, industry trends, cost of living, benefits package, salary range, NYC, Manhattan, Brooklyn, Queens, salary surveys, online resources.--dietitian, nutritionist, registered dietitian, healthcare professional, New York City, NYC, state average, national average, cost of living, industry trends, job market, career growth.--dietitian salary New York, average salary dietitian NYC, registered dietitian salary New York, nutritionist salary New York City, dietetic salary average, salary range dietitian NYC.--New York, registered dietitian, nutritionist, healthcare industry, NYC, Manhattan, average salary, compensation package, benefits, job description."
908293,"graduation attire, formal wear, caps and gowns, academic dress code, special occasion outfits, celebratory fashion, commencement day style, traditional wedding guest attire, business professional clothing, cultural or religious dress codes.--graduation outfit ideas, formal wear options, dress code guidelines, summer wedding guest attire, professional attire tips, fashion inspiration for graduates, event dress codes, ceremony etiquette.--formal attire, graduation gowns, caps and gowns, suits, dresses, accessories, shoes, jewelry, traditional colors, cultural significance, dress code guidelines, formal footwear, elegant hairstyles, makeup tips, outdoor ceremonies, indoor events, weather considerations.--graduation outfit ideas, formal attire for women, mens graduation suits, dress code for graduation events, formal wear for special occasions--graduation attire, formal wear, outdoor events, special occasions, dress code guidelines, fashion advice, event styling, celebratory outfits."
43604,"pt, nurse, acute care, hospital staff, healthcare, medical salaries, florida hospitals, florida nursing jobs, registered nurse, bsn, mph, med-surg, critical care--pt, nurse practitioner, healthcare professional, medical staff, hospital job posting, florida healthcare jobs, salary range, average salary, nursing career--pt, nurse, nurse practitioner, acute care, medical, healthcare, hospital administration, florida, florida hospitals, miami dade county, south florida, florida nursing jobs, florida healthcare careers.--pt, acute care hospitals in florida, hospital salaries in florida, average salary nurse pt, florida nursing jobs, pt hospital staffing--hospital settings, acute care nursing, Florida healthcare jobs, job titles, salary ranges"
359645,"search, puk code, phone number, customer service, account details, mobile number, Vodafone, EE, O2, Three, Vodafone--puk code, checking bank statements, contacting customer service, online banking portal, mobile banking app, PUK code reset, SIM unlock code, phone number lookup--puk code, checking account details, bank statements, online banking, HMRC, tax returns, personal identification numbers, UK taxpayer reference numbers.--how to find puk code, how to apply for puk code, puk code lookup, puk code check, o2 puk code, vodafone puk code, mobile puk code--search, query, enhancement, efficiency, proposal, valuable, terms, expansion, filter, refine, search, algorithms, optimization"
876933,"teenage slang, informal language, idioms, colloquialisms, social media lingo, texting abbreviations, casual conversation, peer interaction, adolescent communication.--teenage slang, informal language, idioms, colloquial expressions, youth culture, social media lingo, texting abbreviations.--teen, slang, idioms, colloquialisms, informal language, teenage communication, social media, online culture.--teen slang, internet culture, online etiquette, social media lingo, generational differences, language evolution, colloquial expressions, texting abbreviations.--teenagers, slang, informal language, colloquialisms, texting abbreviations, internet slang, youth culture."
36659,"class a, recreational vehicles, diesel fuel efficiency, hybrid RVs, mpg estimates--motorhomes, RVs, fuel efficiency, MPG, diesel, gasoline, hybrid, conversion vans, travel trailers--class B motorhome specifications, RV fuel efficiency, motorhome MPG, Class B travel tips, motorhome fuel economy, RV gas mileage estimates, motorhome maintenance costs--class B motorhome fuel efficiency, average mpg for RVs, gas mileage for travel trailers--gas, fuel economy, class b motorhomes, motorhomes, RVs, vehicles, fuel efficiency, mpg, highway driving, city driving"
152827,"adrenaline, dopamine, anxiety, depression, hypertension, pheochromocytoma, ADHD, hyperthyroidism, menopause, migraines, postpartum disorders.--adrenaline, catecholamine, hyperthyroidism, anxiety disorders, hypertension, pheochromocytoma, depression, migraines, ADHD, sleep apnea.--adrenaline, noradrenaline, pheochromocytoma, hyperthyroidism, anxiety disorders, attention deficit hyperactivity disorder, migraines, hypertension, cardiovascular disease--adrenal insufficiency, pheochromocytoma, anxiety disorders, attention deficit hyperactivity disorder, depression, sleep apnea, hypertension, cardiovascular disease.--adrenaline, hypertension, anxiety disorders, insomnia, attention deficit hyperactivity disorder, post-traumatic stress disorder, depression"
300215,"gregor, series, books, total, collection, Croneus, Chronos, Greek mythology, fantasy, young adult, mythology, folklore, literature, bookseller, bibliophile--gregor, series, total, combined, books, characters, plot, themes, genre, fantasy--gregor, cronical, series, total, combined, vocabulary, lexicon, cataloging, bibliography, literary analysis, fantasy genre--gregor, cronical book series, total number of words, word count, series statistics--gregor, grishaverse, crone, chronicles, fantasy, youngadult, series, books, authors, patrickrothfuss, leighbardugo, rickriordan"
700613,"sociology, social theory, social structure, human behavior, culture, society, anthropology, psychology, research methods, social change, inequality, power dynamics, social institutions, organizational sociology--societal structure, social theory, cultural studies, institutional analysis, power dynamics, social inequality, collective behavior, social change, macro sociology, micro sociology, symbolic interactionism, social constructivism.--sociological theory, social structure, inequality, power dynamics, social change, human behavior, social norms, culture, identity, socialization, institutions, social movements, globalization, structural functionalism, conflict theory, symbolic interactionism.--sociological theory, social constructivism, cultural relativism, social structure, social institutions, symbolic interactionism, deviance, socialization, social change, sociology of knowledge.--sociology, social theory, institutions, culture, power dynamics, social structures, human behavior, social change, research methods, theoretical perspectives"
514093,"afferent, arteriole, renal, nephron, capillary, blood vessel, microvascular, vascular, hemodynamics--arteriolar wall, smooth muscle cells, endothelial cells, vasoconstrictors, vasodilators, myogenic response, autoregulation, shear stress, blood flow regulation.--afferent arteriolar cells, renal interstitial cells, glomerular mesangial cells, podocytes, endothelial cells--arteriolar wall cells, afferent arteriole histology, renal blood vessel cells, smooth muscle cell types, capillary wall composition.--arteriolar wall, endothelial cells, smooth muscle cells, pericytes, vasa vasorum"
996788,"boost, energy drink, convenience store, Moscow, Russia, nearby, location, map, GPS, fuel, caffeine--Moscow city center, public transportation hubs, shopping malls, airports, railway stations, gas stations, convenience stores--nearby fuel stations, gas stations near me, Moscow petrol stations, diesel fuel prices, Russian gas stations, Moscow transportation options, public charging points.--nearest gas station, fuel stations near me, petrol stations Moscow, service stations Moscow, convenience stores Moscow--Moscow, Russia, nearby landmarks, public transportation, Google Maps, Moscow metro, tourist attractions, city center, downtown area"
639355,"idiomatic, colloquial, figurative, conventional, phrasal, idiomatic expression--idiomatic, colloquialism, figurative language, slang, phraseology, expression, phrasing, linguistic nuances, semantic meaning, idiomatic expression, colloquial usage.--idiomatic, colloquial, figurative, slang, phrasal, conventional, vernacular, idiomatic expression, linguistic nuance, semantic.--idiomatic expression, colloquialism, figurative language, nuanced meaning, semantic shift, linguistic nuance, semantic ambiguity, idiomatic translation, contextual interpretation.--idiomatic, figurative language, colloquialism, phrasal verb, semantic meaning, linguistic nuance, expression, phraseology, semantic analysis"
460793,"odor, sweat, bacteria, hygiene, fabric care, mold, mildew, moisture, body odor, health concerns--urine odor, sweat, bacteria growth, fabric type, hygiene habits, body chemistry, moisture levels, natural fibers, synthetic fabrics, laundry detergent, fabric softener, pet accidents, medical conditions.--urine odor causes, clothes smell like pee, possible reasons, bacterial growth, sweat and bacteria, fabric type, hygiene practices, health issues, medical conditions, mold and mildew.--urine odor causes, smelly laundry tips, natural odor eliminators, fabric softener alternatives, mildew and mold removal, pet accidents cleanup.--urine odor, sweat smell, fabric degradation, moisture issues, mildew, bacterial growth, textile preservation, laundry care tips."
120527,"Dodd-Frank Act, financial reform, regulatory overhaul, Wall Street Reform, banking regulations, securities laws, financial stability, crisis management, economic stimulus.--financial regulation, banking reform, securities law, crisis management, regulatory oversight, Dodd-Frank Wall Street Reform and Consumer Protection Act, financial stability authority, consumer protection, economic stimulus.--dodd-frank wall street reform, financial regulation, securities exchange, banking oversight, regulatory compliance, financial stability, crisis prevention, systemic risk management, regulatory reform, Dodd-Frank Wall Street Reform and Consumer Protection Act.--Dodd-Frank Wall Street Reform and Consumer Protection Act, financial regulations, banking reforms, securities laws, Dodd-Frank 2010, financial oversight, regulatory changes.--dodd-frank wall street reform, financial regulation overhaul, sarah palin opposition, 2008 financial crisis legislation, america's financial stability oversight council"
180320,"rehabilitation, recovery, addiction treatment, health insurance coverage, mental health support, substance abuse counseling, medical expense reimbursement, tax credits, financial assistance, healthcare services, wellness programs--rehabilitation, medical expenses, health insurance, tax credits, financial assistance, addiction treatment, mental health, substance abuse, recovery programs, healthcare costs--rehabilitation, treatment options, recovery support, health insurance coverage, financing assistance, addiction counseling, mental health services, long-term care solutions, substance abuse treatment, wellness programs.--rehabilitation, benefits, encore, healthcare, insurance, coverage, support, recovery, treatment, assistance, eligibility--rehabilitation, treatment options, aftercare support, long term recovery, health insurance coverage, financial assistance programs, mental health services, substance abuse treatment centers, recovery resources, personalized care plans."
202607,"high-paying, career advancement, professional development, industry trends, job market analysis, high-income, lucrative careers, salary negotiation, compensation packages--Highest paying, annual salary, career options, professional, lucrative, high income, well paid, job opportunities, professional development, industry salaries, highest earning, executive positions, senior roles, financial rewards, compensation packages.--high-paying, career advancement, finance, investment, management, entrepreneurship, consulting, law, medicine, technology, engineering, data science, cybersecurity, sales, marketing, human resources, executive roles.--high-paying careers, highest-paying jobs, lucrative career options, six-figure salaries, high-income professions--high-paying, annual, salaries, careers, finance, investment, consulting, law, medicine, technology"
193787,"gene sequencing, genetic information, DNA analysis, molecular biology, genetics, biotechnology, genome mapping, nucleotide sequence, bioinformatics, gene expression--genetic engineering, molecular biology, DNA analysis, genetic variation, genome assembly, biotechnology, genetic testing, genetic disorders, epigenetics, gene expression.--molecular genetics, genetic variation, DNA analysis, genome editing, bioinformatics, nucleotide sequence, gene expression, genetic engineering, heredity, population genetics.--gene sequencing, genetic information, DNA analysis, molecular biology, biotechnology, genetics, nucleotide sequence, genome analysis, bioinformatics, biological data--genetics, molecular biology, DNA, RNA, genome, transcriptome, genomics, bioinformatics, sequence analysis"
1061191,"kayapo tribe, indigenous peoples, Amazon rainforest, deforestation, environmentalism, Brazil, native rights, conservation, ecology, anthropology, Amazonian studies, indigenous politics--Kayapo people, Amazon rainforest preservation, indigenous rights, environmentalism, deforestation, conservation efforts, native cultures, Brazil, South America, tribal sovereignty, eco-tourism, sustainable development.--Kayapo people, Amazon rainforest, indigenous rights, deforestation, environmentalism, Brazil, native cultures, sustainability, conservation efforts, logging, mining.--Kayapo people, Amazon rainforest, indigenous rights, deforestation, environmentalism, Brazil, South America, native culture, conservation efforts--kayapo people, indigenous rights, rainforest conservation, deforestation, Amazon region, Brazil, tribal sovereignty, environmental activism, native cultures"
935696,"expansion terms, Minnesota property taxes, individual tax bills, homeowner statements, local assessor offices, state of Minnesota--Minnesota, Property Tax, Statements, Due Dates, Payment Options, Online Access, Mail Delivery, Local Government Websites, Tax Authority, State of Minnesota, Property Tax Bills, Collection Deadlines--expansion terms, Minnesota property tax deadlines, property tax payment dates, state of Minnesota tax notices, Minneapolis-St Paul tax information, local government tax schedules.--minnesota property tax due dates, when to pay minnesota property taxes, minnesota property tax payment options, minnesota property tax statement deadlines--Minnesota, property tax, statements, deadlines, mailing dates, online access, taxpayer portal"
755188,"HIV, Human Immunodeficiency Virus, AIDS, retrovirus, lentivirus, immunodeficiency, viral load, antiretroviral therapy, HIV testing--HIV, Human Immunodeficiency Virus, AIDS, Viral Infection, Immune System, Retrovirus, Global Health, Medical Terminology, Infectious Diseases, Antiretroviral Therapy, HIV Treatment, Virus Classification.--HIV, Human Immunodeficiency Virus, AIDS, Retrovirus, Lymphocyte, Immune system, Viral load, Antiretroviral therapy, HIV testing, Treatment options, Prevention methods, Global health, Epidemiology, Viral replication--HIV, Human Immunodeficiency Virus, AIDS, Immune system, Viral infections, Retroviruses, HIV treatment, HIV prevention, AIDS symptoms, Antiretroviral therapy--HIV, Human Immunodeficiency Virus, AIDS, immunology, virology, retrovirus, viral load, antiretroviral therapy, HIV treatment, gay men, injection drug users."
344817,"aahcpr training, cpr certification, first aid instructor, lifeguarding, emergency response, medical training, teaching CPR, instructor development, American Heart Association, healthcare education.--AHA CPR, Cardiopulmonary Resuscitation, BLS Instructor Training, First Aid Certification, Emergency Response Training, Healthcare Provider Course, CPR Certification Renewal--AHA CPR Instructor, CPR Training, First Aid Certification, Emergency Response Training, Medical Training, Healthcare Education, Teaching CPR, Pediatric CPR, Adult CPR, Child CPR, BLS Certification, ACLS Certification, PALS Certification.--AHA CPR Instructor Training, Becoming AHA Certified, AHA Certification Requirements, AHA Instructor Course, CPR Instructor Certification Process, BLS Instructor Training, Healthcare Provider CPR Certification--CPR certification, AHA training, first aid instructor, medical emergency response, healthcare professional development"
300507,"house of representatives, usa congress, american government, legislative body, federal politics--house of representatives term limits, number of representatives, congressional elections, duration of congressional term, length of house of reps--house of representatives, us congress, federal government, politics, legislation, elections, term limits, congressional sessions, parliamentary procedure--house of representatives term limits, how long is a congressional term, number of years served in the house--US Congress, legislative term limits, parliamentary duration, congressional tenure"
92004,"hospital, medical facility, healthcare, patient care, emergency services, medical staff, doctor, nurse, treatment center--medical, emergency, patient, treatment, doctor, nurse, care, health, insurance--hospital emergency room, patient care, medical staff, healthcare services, hospital management, medical records, health insurance--hospital care, medical treatment, doctor visit, health insurance, patient records, hospital administration--hospital, medical, healthcare, emergency, treatment, patient, doctor"
581121,"blisters, friction, pressure, burns, infections, allergic reactions, skin conditions, heat, cold, trauma, medical conditions, eczema, psoriasis, dermatitis.--skin irritation, friction, infection, allergic reactions, physical trauma, certain medications, viral infections, bacterial infections, diabetes, autoimmune disorders, nutritional deficiencies, poor circulation.--burns, friction, athlete's foot, fungal infections, allergic reactions, skin conditions, heat stroke, vitamin deficiencies, poor circulation, repetitive strain injuries--skin irritation, friction burns, allergic reactions, bacterial infections, viral infections, insect bites, heat rash, eczema, psoriasis, stress, nutritional deficiencies--skin irritation, allergic reactions, friction burns, viral infections, bacterial infections, insect bites, trauma, medical conditions, nutritional deficiencies, poor circulation."
1055373,"Robert Baden-Powell, Boy Scouts, scouting movement, Lord Baden-Powell, Wernham Hulse, 1st Baron Baden-Powell, Scouting magazine, Beavers, Cubs--Robert Baden-Powell, scouting, Boy Scouts Association, Lord Baden-Powell, outdoor education, youth organization, founder of Scouting, British Army, military history, Wernham Hutton--Robert Baden-Powell, Boy Scouts, Lord Baden-Powell, Scouting movement, British Army, Imperial Scout Movement, Be Prepared, Rover Scouts, Wyscantua--Robert Baden-Powell, Scouting, Boy Scouts Association, Lord Baden-Powell, Wernher von Braun--Robert Baden-Powell, scouting, Boy Scouts, Lord Baden-Powell, founder of Scouting, British Army, military, adventure, outdoor education."
577272,"Georgia, South Carolina, North Carolina--Area codes, Georgia, USA, phone numbers, region codes--Georgia, Macon, Columbus, Atlanta, Alabama, Tennessee--Area codes, Georgia phone numbers, Athens GA area code, Albany GA area code, Valdosta GA area code--Georgia, United States, Atlanta, Macon, Albany"
876693,"dysfunctional, Eustachian tube, balance, middle ear, hearing loss, sinus pressure, nasal congestion, oropharyngeal, swallowing disorders, ear infection, allergies, cold, flu.--dysfunctional middle ear, eustachian tube dysfunction, eustachian tube problems, ear pressure, sinus infection, allergies, colds, sinusitis, chronic ear infections.--dysfunctional middle ear, Eustachian tube dysfunction, ear pressure, sinus infection, allergies, colds, chronic sinusitis, earwax buildup, nasal polyps, otosclerosis.--dysfunctional eustachian tube symptoms, eustachian tube problems in children, eustachian tube dysfunction treatment, eustachian tube blockage causes, ear pressure relief, middle ear infections, eustachian tube exercises, eustachian tube anatomy, Eustachian tube function--dysfunctional eustachian tube, Eustachian tube dysfunction, middle ear problems, ear pressure relief, sinus and ear connection, eustachian tube blockage, nasal congestion treatment."
307405,"stair chair prices, wheelchair ramps, home accessibility solutions, mobility aids, elderly care equipment, medical furniture--stair lift, mobility aids, wheelchair ramps, home elevators, disability equipment, chair lifts, accessibility solutions, medical furniture--stair lift, mobility aids, wheelchair ramps, home modification, medical equipment, accessible design, senior care, disability assistance, price comparison--stair chair prices, wheelchair ramps, home elevators, power lift chairs, mobility aids, accessible stairs, stairlifts, affordable stair solutions, medical equipment costs.--stair chair prices, wheelchair ramps, accessible furniture, home modification costs, medical equipment financing"
473990,"personality traits, psychological types, human behavior classifications, character archetypes, type systems, personality frameworks, individual differences, behavioral patterns, psychological profiles--personality tests, psychological typing systems, name meanings, character traits, astrological signs, mythological figures, literary characters, fictional personalities, humanist psychology--personality theory, psychological typing systems, Myers Briggs, Big Five personality traits, psychometric testing, typeology, MBTI interpretation, DISC assessment, enneagram types, hexaco model of personality.--personality type classifications, psychological traits descriptions, Myers Briggs personality test, Big Five personality, Enneagram personality system, attachment styles, human behavior models.--personality types, psychological typing systems, MBTI, Myers Briggs, Big Five personality traits, humanistic psychology, typology, name meanings, etymology, linguistic analysis."
545656,"Puerto Vallarta weather forecasts, Mexico climate data, temperature charts Puerto Vallarta, Mexican holiday planning, winter destinations Mexico--Puerto Vallarta, Mexico, weather forecast, temperature, climate, summer, winter, beach, vacation, travel--Puerto Vallarta weather forecasts, Mexico climate data, temperature charts Puerto Vallarta, humidity levels Puerto Vallarta, best time to visit Puerto Vallarta, Puerto Vallarta summer weather, winter weather Puerto Vallarta, Puerto Vallarta rain forecast, weather conditions Puerto Vallarta beach, Puerto Vallarta outdoor activities--weather forecast puerto vallarta mexico temperature celsius weather today puerto vallarta mexico weather conditions puerto vallarta mexico climate puerto vallarta mexico summer weather puerto vallarta mexico winter weather puerto vallarta mexico--Puerto Vallarta, Mexico temperature forecast, weather conditions, sunny days, rainy season, outdoor activities, tourist information, Mexican climate."
811304,"bacterial sepsis, bloodstream infection, bacteremia, pyemia, septicemia, blood-borne infection, hematogenous spread--bacteremia, sepsis, septic shock, infection, pyemia, hematogenous spread, bacteroides, staphylococcus aureus, streptococcus pneumoniae--bacterial sepsis, bloodstream infection, pyemia, septicemia, bacteremia, invasive bacterial infection, hemorrhagic fever, septic shock.--Bacterial sepsis, Bloodstream infection, Sepsis syndrome, Bacteremia, Coccobacillus, Pyococcus--bacteria, sepsis, bacteremia, hematogenous spread, streptococcus, staphylococcus, pneumonia, pyogenic, invasive"
859136,"unisex, gender-neutral, non-binary, inclusive, androgynous, ambiguous, sexless, gender-free--unisex, gender-neutral, androgynous, non-binary, inclusive, universal, general, broad, ambiguous, neutral, fluid--unisex, non-binary, gender-neutral, ambiguous, inclusive, androgynous, gender fluid--unisex clothing, non-binary terminology, gender-neutral categories, inclusive language--unisex, gender-neutral, non-binary, ambiguous, inclusive"
170749,"blood sugar, diabetes, nutrition, health benefits, antioxidants, cruciferous vegetables, fiber content, glycemic index, metabolic effects, nutritional value--blood sugar, diabetes, nutrition, health benefits, antioxidants, cruciferous vegetables, metabolic effects, carbohydrate content, fiber, digestive health--blood sugar, diabetes, nutrition, healthy eating, cruciferous vegetables, antioxidants, fiber content, metabolic health, low-carb diets, nutrient profile, cabbage benefits.--purple cabbage benefits, low carb vegetables, blood sugar management, antioxidant rich foods, healthy weight loss, sugar content in vegetables--blood sugar, diabetes, nutrition, health benefits, antioxidants, cruciferous vegetables, sulfur compounds, metabolic effects, nutrient content, dietary supplements"
583087,"glomerular filtration barrier, podocytes, slit diaphragm, tight junctions, negatively charged proteins--glomerular filter, podocytes, basement membrane, negatively charged proteins--glomerular filtration barrier, selectivity coefficient, charge selectivity, hydrophilic substances, negatively charged molecules--glomerular filtration barrier, charged molecules, water and ions, solutes and proteins, large molecular weight substances, negatively charged particles, uncharged small molecules.--glomerular filtration barrier, selective permeability, negatively charged molecules, large molecular weight substances, water, ions, glucose"
870506,"fishing gear, tackle box, rods and reels, bait types, fishing locations, freshwater lakes, bass fishing techniques, rod materials, line strength, hook sizes.--fishing gear, tackle box, rod and reel combo, line test, hook size, sinkers, bobbers, lures, bait types, water temperature, fishing location, species identification, habitat characteristics, fish behavior patterns.--fishing gear, tackle box, fishing rods, reels, lures, bait, fishing lines, hooks, nets, fish traps, freshwater fishing, lakes, rivers, ponds, bass habitats, water temperature, depth finder, sonar, fishing permits--bass fishing tackle, bass rod and reel combo, freshwater fishing gear, bass netting equipment, lake or pond setup, bass casting techniques, fishing line strength rating, lure selection for bass.--bass fishing, freshwater fishing, rod and reel, tackle selection, bait types, lake conditions, water temperature, fish species identification."
